              time_d	                  pH	         Olivine_mol	       Magnesite_mol	        Siderite_mol	      CHalcedony_mol	         Fe(OH)3_mol	        Mg_molkgx1e5	        Fe_molkgx1e5	        Si_molkgx1e5	         C_molkgx1e5	      HCO3_molkgx1e5	    MgHCO3_molkgx1e5	    FeHCO3_molkgx1e5	       CO3_molkgx1e5	     CO2aq_molkgx1e5	
  6.060000000000e+02	  8.420305456594e+00	  7.441613801852e-03	  2.199427510307e-02	  2.518223360640e-03	  1.228931488809e-02	  0.000000000000e+00	  6.828355349742e+01	  1.453911953735e-01	  3.090783175366e+01	  1.330815141625e+02	  1.284343363778e+02	  8.310893800503e-01	  1.025915854744e-02	  1.910650113774e+00	  1.019961177004e+00	
  6.070000000000e+02	  8.420305456594e+00	  7.427290262991e-03	  2.202005747301e-02	  2.521088068366e-03	  1.230363842695e-02	  0.000000000000e+00	  6.828355349773e+01	  1.453912000216e-01	  3.090783175365e+01	  1.330815141620e+02	  1.284343363776e+02	  8.310893800521e-01	  1.025915854746e-02	  1.910650113767e+00	  1.019961177004e+00	
  6.080000000000e+02	  8.420305456592e+00	  7.412985207635e-03	  2.204580657265e-02	  2.523949079382e-03	  1.231794348231e-02	  0.000000000000e+00	  6.828355349809e+01	  1.453912055575e-01	  3.090783175365e+01	  1.330815141616e+02	  1.284343363773e+02	  8.310893800543e-01	  1.025915854749e-02	  1.910650113759e+00	  1.019961177004e+00	
  6.090000000000e+02	  8.420305456592e+00	  7.398698623673e-03	  2.207152242378e-02	  2.526806396125e-03	  1.233223006627e-02	  0.000000000000e+00	  6.828355349842e+01	  1.453912105418e-01	  3.090783175365e+01	  1.330815141611e+02	  1.284343363770e+02	  8.310893800562e-01	  1.025915854751e-02	  1.910650113751e+00	  1.019961177004e+00	
  6.100000000000e+02	  8.420305456590e+00	  7.384430498993e-03	  2.209720504820e-02	  2.529660021004e-03	  1.234649819095e-02	  0.000000000000e+00	  6.828355349878e+01	  1.453912161569e-01	  3.090783175365e+01	  1.330815141606e+02	  1.284343363767e+02	  8.310893800584e-01	  1.025915854754e-02	  1.910650113743e+00	  1.019961177004e+00	
  6.110000000000e+02	  8.420305456589e+00	  7.370180821485e-03	  2.212285446771e-02	  2.532509956452e-03	  1.236074786846e-02	  0.000000000000e+00	  6.828355349914e+01	  1.453912215338e-01	  3.090783175364e+01	  1.330815141602e+02	  1.284343363764e+02	  8.310893800604e-01	  1.025915854757e-02	  1.910650113735e+00	  1.019961177004e+00	
  6.120000000000e+02	  8.420305456588e+00	  7.355949579037e-03	  2.214847070411e-02	  2.535356204891e-03	  1.237497911091e-02	  0.000000000000e+00	  6.828355349947e+01	  1.453912265882e-01	  3.090783175364e+01	  1.330815141597e+02	  1.284343363761e+02	  8.310893800624e-01	  1.025915854759e-02	  1.910650113727e+00	  1.019961177004e+00	
  6.130000000000e+02	  8.420305456587e+00	  7.341736759540e-03	  2.217405377920e-02	  2.538198768739e-03	  1.238919193040e-02	  0.000000000000e+00	  6.828355349981e+01	  1.453912317642e-01	  3.090783175364e+01	  1.330815141593e+02	  1.284343363759e+02	  8.310893800644e-01	  1.025915854762e-02	  1.910650113720e+00	  1.019961177004e+00	
  6.140000000000e+02	  8.420305456587e+00	  7.327542350883e-03	  2.219960371478e-02	  2.541037650424e-03	  1.240338633906e-02	  0.000000000000e+00	  6.828355350011e+01	  1.453912363909e-01	  3.090783175363e+01	  1.330815141589e+02	  1.284343363756e+02	  8.310893800662e-01	  1.025915854764e-02	  1.910650113713e+00	  1.019961177004e+00	
  6.150000000000e+02	  8.420305456586e+00	  7.313366340955e-03	  2.222512053265e-02	  2.543872852363e-03	  1.241756234899e-02	  0.000000000000e+00	  6.828355350042e+01	  1.453912411024e-01	  3.090783175363e+01	  1.330815141585e+02	  1.284343363754e+02	  8.310893800680e-01	  1.025915854766e-02	  1.910650113706e+00	  1.019961177004e+00	
  6.160000000000e+02	  8.420305456585e+00	  7.299208717647e-03	  2.225060425460e-02	  2.546704376976e-03	  1.243171997230e-02	  0.000000000000e+00	  6.828355350073e+01	  1.453912459199e-01	  3.090783175363e+01	  1.330815141581e+02	  1.284343363751e+02	  8.310893800699e-01	  1.025915854768e-02	  1.910650113698e+00	  1.019961177004e+00	
  6.170000000000e+02	  8.420305456584e+00	  7.285069468849e-03	  2.227605490244e-02	  2.549532226687e-03	  1.244585922110e-02	  0.000000000000e+00	  6.828355350105e+01	  1.453912507798e-01	  3.090783175363e+01	  1.330815141577e+02	  1.284343363749e+02	  8.310893800718e-01	  1.025915854771e-02	  1.910650113691e+00	  1.019961177004e+00	
  6.180000000000e+02	  8.420305456583e+00	  7.270948582452e-03	  2.230147249795e-02	  2.552356403912e-03	  1.245998010749e-02	  0.000000000000e+00	  6.828355350141e+01	  1.453912562837e-01	  3.090783175362e+01	  1.330815141572e+02	  1.284343363746e+02	  8.310893800739e-01	  1.025915854773e-02	  1.910650113683e+00	  1.019961177004e+00	
  6.190000000000e+02	  8.420305456582e+00	  7.256846046346e-03	  2.232685706293e-02	  2.555176911077e-03	  1.247408264360e-02	  0.000000000000e+00	  6.828355350178e+01	  1.453912618180e-01	  3.090783175362e+01	  1.330815141568e+02	  1.284343363743e+02	  8.310893800761e-01	  1.025915854776e-02	  1.910650113674e+00	  1.019961177004e+00	
  6.200000000000e+02	  8.420305456581e+00	  7.242761848423e-03	  2.235220861919e-02	  2.557993750608e-03	  1.248816684152e-02	  0.000000000000e+00	  6.828355350213e+01	  1.453912671911e-01	  3.090783175362e+01	  1.330815141563e+02	  1.284343363740e+02	  8.310893800781e-01	  1.025915854778e-02	  1.910650113666e+00	  1.019961177004e+00	
  6.210000000000e+02	  8.420305456580e+00	  7.228695976574e-03	  2.237752718852e-02	  2.560806924933e-03	  1.250223271337e-02	  0.000000000000e+00	  6.828355350242e+01	  1.453912716617e-01	  3.090783175361e+01	  1.330815141560e+02	  1.284343363737e+02	  8.310893800799e-01	  1.025915854781e-02	  1.910650113660e+00	  1.019961177004e+00	
  6.220000000000e+02	  8.420305456579e+00	  7.214648418690e-03	  2.240281279271e-02	  2.563616436467e-03	  1.251628027126e-02	  0.000000000000e+00	  6.828355350270e+01	  1.453912759856e-01	  3.090783175361e+01	  1.330815141556e+02	  1.284343363735e+02	  8.310893800815e-01	  1.025915854783e-02	  1.910650113653e+00	  1.019961177004e+00	
  6.230000000000e+02	  8.420305456578e+00	  7.200619162663e-03	  2.242806545355e-02	  2.566422287604e-03	  1.253030952728e-02	  0.000000000000e+00	  6.828355350315e+01	  1.453912828509e-01	  3.090783175361e+01	  1.330815141550e+02	  1.284343363731e+02	  8.310893800842e-01	  1.025915854786e-02	  1.910650113643e+00	  1.019961177004e+00	
  6.240000000000e+02	  8.420305456576e+00	  7.186608196386e-03	  2.245328519284e-02	  2.569224480793e-03	  1.254432049356e-02	  0.000000000000e+00	  6.828355350359e+01	  1.453912894954e-01	  3.090783175360e+01	  1.330815141545e+02	  1.284343363728e+02	  8.310893800868e-01	  1.025915854789e-02	  1.910650113633e+00	  1.019961177004e+00	
  6.250000000000e+02	  8.420305456575e+00	  7.172615507750e-03	  2.247847203238e-02	  2.572023018457e-03	  1.255831318220e-02	  0.000000000000e+00	  6.828355350400e+01	  1.453912958329e-01	  3.090783175360e+01	  1.330815141540e+02	  1.284343363724e+02	  8.310893800892e-01	  1.025915854792e-02	  1.910650113623e+00	  1.019961177004e+00	
  6.260000000000e+02	  8.420305456574e+00	  7.158641084648e-03	  2.250362599397e-02	  2.574817903034e-03	  1.257228760530e-02	  0.000000000000e+00	  6.828355350428e+01	  1.453913001045e-01	  3.090783175360e+01	  1.330815141537e+02	  1.284343363722e+02	  8.310893800909e-01	  1.025915854794e-02	  1.910650113617e+00	  1.019961177004e+00	
  6.270000000000e+02	  8.420305456573e+00	  7.144684914972e-03	  2.252874709938e-02	  2.577609136907e-03	  1.258624377497e-02	  0.000000000000e+00	  6.828355350469e+01	  1.453913063770e-01	  3.090783175359e+01	  1.330815141532e+02	  1.284343363719e+02	  8.310893800933e-01	  1.025915854797e-02	  1.910650113608e+00	  1.019961177004e+00	
  6.280000000000e+02	  8.420305456572e+00	  7.130746986616e-03	  2.255383537041e-02	  2.580396722514e-03	  1.260018170333e-02	  0.000000000000e+00	  6.828355350511e+01	  1.453913127250e-01	  3.090783175359e+01	  1.330815141527e+02	  1.284343363715e+02	  8.310893800958e-01	  1.025915854800e-02	  1.910650113598e+00	  1.019961177004e+00	
  6.290000000000e+02	  8.420305456571e+00	  7.116827287473e-03	  2.257889082887e-02	  2.583180662300e-03	  1.261410140247e-02	  0.000000000000e+00	  6.828355350539e+01	  1.453913170418e-01	  3.090783175359e+01	  1.330815141523e+02	  1.284343363713e+02	  8.310893800975e-01	  1.025915854802e-02	  1.910650113592e+00	  1.019961177004e+00	
  6.300000000000e+02	  8.420305456570e+00	  7.102925805435e-03	  2.260391349653e-02	  2.585960958654e-03	  1.262800288451e-02	  0.000000000000e+00	  6.828355350574e+01	  1.453913223737e-01	  3.090783175359e+01	  1.330815141519e+02	  1.284343363710e+02	  8.310893800995e-01	  1.025915854805e-02	  1.910650113584e+00	  1.019961177004e+00	
  6.310000000000e+02	  8.420305456569e+00	  7.089042528398e-03	  2.262890339520e-02	  2.588737614010e-03	  1.264188616155e-02	  0.000000000000e+00	  6.828355350608e+01	  1.453913275194e-01	  3.090783175358e+01	  1.330815141515e+02	  1.284343363707e+02	  8.310893801015e-01	  1.025915854807e-02	  1.910650113576e+00	  1.019961177004e+00	
  6.320000000000e+02	  8.420305456568e+00	  7.075177444254e-03	  2.265386054665e-02	  2.591510630784e-03	  1.265575124569e-02	  0.000000000000e+00	  6.828355350644e+01	  1.453913330322e-01	  3.090783175358e+01	  1.330815141511e+02	  1.284343363704e+02	  8.310893801036e-01	  1.025915854810e-02	  1.910650113568e+00	  1.019961177004e+00	
  6.330000000000e+02	  8.420305456567e+00	  7.061330540898e-03	  2.267878497269e-02	  2.594280011396e-03	  1.266959814905e-02	  0.000000000000e+00	  6.828355350683e+01	  1.453913389431e-01	  3.090783175358e+01	  1.330815141506e+02	  1.284343363701e+02	  8.310893801059e-01	  1.025915854813e-02	  1.910650113559e+00	  1.019961177004e+00	
  6.340000000000e+02	  8.420305456566e+00	  7.047501806224e-03	  2.270367669510e-02	  2.597045758262e-03	  1.268342688372e-02	  0.000000000000e+00	  6.828355350727e+01	  1.453913457871e-01	  3.090783175357e+01	  1.330815141501e+02	  1.284343363698e+02	  8.310893801086e-01	  1.025915854816e-02	  1.910650113548e+00	  1.019961177004e+00	
  6.350000000000e+02	  8.420305456565e+00	  7.033691228127e-03	  2.272853573567e-02	  2.599807873831e-03	  1.269723746182e-02	  0.000000000000e+00	  6.828355350761e+01	  1.453913508697e-01	  3.090783175357e+01	  1.330815141497e+02	  1.284343363695e+02	  8.310893801106e-01	  1.025915854819e-02	  1.910650113541e+00	  1.019961177004e+00	
  6.360000000000e+02	  8.420305456564e+00	  7.019898794502e-03	  2.275336211619e-02	  2.602566360506e-03	  1.271102989544e-02	  0.000000000000e+00	  6.828355350794e+01	  1.453913559106e-01	  3.090783175357e+01	  1.330815141493e+02	  1.284343363692e+02	  8.310893801125e-01	  1.025915854821e-02	  1.910650113533e+00	  1.019961177004e+00	
  6.370000000000e+02	  8.420305456562e+00	  7.006124493243e-03	  2.277815585845e-02	  2.605321220695e-03	  1.272480419670e-02	  0.000000000000e+00	  6.828355350835e+01	  1.453913621396e-01	  3.090783175356e+01	  1.330815141489e+02	  1.284343363689e+02	  8.310893801149e-01	  1.025915854824e-02	  1.910650113524e+00	  1.019961177004e+00	
  6.380000000000e+02	  8.420305456562e+00	  6.992368312246e-03	  2.280291698425e-02	  2.608072456865e-03	  1.273856037770e-02	  0.000000000000e+00	  6.828355350854e+01	  1.453913651290e-01	  3.090783175356e+01	  1.330815141486e+02	  1.284343363687e+02	  8.310893801161e-01	  1.025915854825e-02	  1.910650113519e+00	  1.019961177004e+00	
  6.390000000000e+02	  8.420305456561e+00	  6.978630239407e-03	  2.282764551535e-02	  2.610820071398e-03	  1.275229845054e-02	  0.000000000000e+00	  6.828355350877e+01	  1.453913685556e-01	  3.090783175356e+01	  1.330815141484e+02	  1.284343363685e+02	  8.310893801174e-01	  1.025915854827e-02	  1.910650113514e+00	  1.019961177004e+00	
  6.400000000000e+02	  8.420305456560e+00	  6.964910262621e-03	  2.285234147357e-02	  2.613564066710e-03	  1.276601842732e-02	  0.000000000000e+00	  6.828355350906e+01	  1.453913730860e-01	  3.090783175356e+01	  1.330815141481e+02	  1.284343363683e+02	  8.310893801192e-01	  1.025915854829e-02	  1.910650113508e+00	  1.019961177004e+00	
  6.410000000000e+02	  8.420305456560e+00	  6.951208369784e-03	  2.287700488067e-02	  2.616304445236e-03	  1.277972032016e-02	  0.000000000000e+00	  6.828355350933e+01	  1.453913772229e-01	  3.090783175356e+01	  1.330815141477e+02	  1.284343363681e+02	  8.310893801208e-01	  1.025915854831e-02	  1.910650113501e+00	  1.019961177004e+00	
  6.420000000000e+02	  8.420305456559e+00	  6.937524548793e-03	  2.290163575845e-02	  2.619041209390e-03	  1.279340414115e-02	  0.000000000000e+00	  6.828355350962e+01	  1.453913816370e-01	  3.090783175355e+01	  1.330815141474e+02	  1.284343363678e+02	  8.310893801225e-01	  1.025915854833e-02	  1.910650113495e+00	  1.019961177004e+00	
  6.430000000000e+02	  8.420305456558e+00	  6.923858787544e-03	  2.292623412869e-02	  2.621774361593e-03	  1.280706990240e-02	  0.000000000000e+00	  6.828355350993e+01	  1.453913862916e-01	  3.090783175355e+01	  1.330815141471e+02	  1.284343363676e+02	  8.310893801243e-01	  1.025915854835e-02	  1.910650113488e+00	  1.019961177004e+00	
  6.440000000000e+02	  8.420305456557e+00	  6.910211073934e-03	  2.295080001319e-02	  2.624503904275e-03	  1.282071761601e-02	  0.000000000000e+00	  6.828355351019e+01	  1.453913902999e-01	  3.090783175355e+01	  1.330815141468e+02	  1.284343363674e+02	  8.310893801258e-01	  1.025915854837e-02	  1.910650113482e+00	  1.019961177004e+00	
  6.450000000000e+02	  8.420305456556e+00	  6.896581395860e-03	  2.297533343372e-02	  2.627229839848e-03	  1.283434729409e-02	  0.000000000000e+00	  6.828355351047e+01	  1.453913945245e-01	  3.090783175355e+01	  1.330815141465e+02	  1.284343363672e+02	  8.310893801275e-01	  1.025915854839e-02	  1.910650113475e+00	  1.019961177004e+00	
  6.460000000000e+02	  8.420305456556e+00	  6.882969741219e-03	  2.299983441207e-02	  2.629952170741e-03	  1.284795894873e-02	  0.000000000000e+00	  6.828355351069e+01	  1.453913980153e-01	  3.090783175354e+01	  1.330815141462e+02	  1.284343363670e+02	  8.310893801288e-01	  1.025915854841e-02	  1.910650113470e+00	  1.019961177004e+00	
  6.470000000000e+02	  8.420305456555e+00	  6.869376097908e-03	  2.302430297003e-02	  2.632670899360e-03	  1.286155259204e-02	  0.000000000000e+00	  6.828355351098e+01	  1.453914023390e-01	  3.090783175354e+01	  1.330815141459e+02	  1.284343363667e+02	  8.310893801305e-01	  1.025915854843e-02	  1.910650113464e+00	  1.019961177004e+00	
  6.480000000000e+02	  8.420305456554e+00	  6.855800453826e-03	  2.304873912937e-02	  2.635386028134e-03	  1.287512823612e-02	  0.000000000000e+00	  6.828355351125e+01	  1.453914065494e-01	  3.090783175354e+01	  1.330815141456e+02	  1.284343363665e+02	  8.310893801321e-01	  1.025915854845e-02	  1.910650113457e+00	  1.019961177004e+00	
  6.490000000000e+02	  8.420305456553e+00	  6.842242796870e-03	  2.307314291189e-02	  2.638097559491e-03	  1.288868589308e-02	  0.000000000000e+00	  6.828355351148e+01	  1.453914100548e-01	  3.090783175354e+01	  1.330815141453e+02	  1.284343363663e+02	  8.310893801335e-01	  1.025915854847e-02	  1.910650113452e+00	  1.019961177004e+00	
  6.500000000000e+02	  8.420305456552e+00	  6.828703114938e-03	  2.309751433937e-02	  2.640805495830e-03	  1.290222557501e-02	  0.000000000000e+00	  6.828355351179e+01	  1.453914147920e-01	  3.090783175353e+01	  1.330815141450e+02	  1.284343363661e+02	  8.310893801353e-01	  1.025915854849e-02	  1.910650113445e+00	  1.019961177004e+00	
  6.510000000000e+02	  8.420305456551e+00	  6.815181395929e-03	  2.312185343358e-02	  2.643509839584e-03	  1.291574729402e-02	  0.000000000000e+00	  6.828355351210e+01	  1.453914195250e-01	  3.090783175353e+01	  1.330815141447e+02	  1.284343363658e+02	  8.310893801372e-01	  1.025915854851e-02	  1.910650113438e+00	  1.019961177004e+00	
  6.520000000000e+02	  8.420305456551e+00	  6.801677627741e-03	  2.314616021632e-02	  2.646210593178e-03	  1.292925106220e-02	  0.000000000000e+00	  6.828355351239e+01	  1.453914238520e-01	  3.090783175353e+01	  1.330815141443e+02	  1.284343363656e+02	  8.310893801388e-01	  1.025915854853e-02	  1.910650113431e+00	  1.019961177004e+00	
  6.530000000000e+02	  8.420305456550e+00	  6.788191798274e-03	  2.317043470935e-02	  2.648907759029e-03	  1.294273689167e-02	  0.000000000000e+00	  6.828355351267e+01	  1.453914281039e-01	  3.090783175353e+01	  1.330815141440e+02	  1.284343363654e+02	  8.310893801405e-01	  1.025915854855e-02	  1.910650113425e+00	  1.019961177004e+00	
  6.540000000000e+02	  8.420305456549e+00	  6.774723895426e-03	  2.319467693448e-02	  2.651601339570e-03	  1.295620479452e-02	  0.000000000000e+00	  6.828355351286e+01	  1.453914310197e-01	  3.090783175353e+01	  1.330815141438e+02	  1.284343363652e+02	  8.310893801416e-01	  1.025915854857e-02	  1.910650113421e+00	  1.019961177004e+00	
  6.550000000000e+02	  8.420305456549e+00	  6.761273907096e-03	  2.321888691347e-02	  2.654291337200e-03	  1.296965478285e-02	  0.000000000000e+00	  6.828355351309e+01	  1.453914345511e-01	  3.090783175352e+01	  1.330815141436e+02	  1.284343363650e+02	  8.310893801430e-01	  1.025915854859e-02	  1.910650113415e+00	  1.019961177004e+00	
  6.560000000000e+02	  8.420305456548e+00	  6.747841821186e-03	  2.324306466811e-02	  2.656977754354e-03	  1.298308686876e-02	  0.000000000000e+00	  6.828355351328e+01	  1.453914374153e-01	  3.090783175352e+01	  1.330815141434e+02	  1.284343363649e+02	  8.310893801441e-01	  1.025915854860e-02	  1.910650113411e+00	  1.019961177004e+00	
  6.570000000000e+02	  8.420305456547e+00	  6.734427625593e-03	  2.326721022017e-02	  2.659660593424e-03	  1.299650106435e-02	  0.000000000000e+00	  6.828355351360e+01	  1.453914422892e-01	  3.090783175352e+01	  1.330815141430e+02	  1.284343363646e+02	  8.310893801460e-01	  1.025915854862e-02	  1.910650113404e+00	  1.019961177004e+00	
  6.580000000000e+02	  8.420305456546e+00	  6.721031308219e-03	  2.329132359144e-02	  2.662339856857e-03	  1.300989738173e-02	  0.000000000000e+00	  6.828355351387e+01	  1.453914464345e-01	  3.090783175352e+01	  1.330815141427e+02	  1.284343363644e+02	  8.310893801476e-01	  1.025915854864e-02	  1.910650113398e+00	  1.019961177004e+00	
  6.590000000000e+02	  8.420305456546e+00	  6.707652856964e-03	  2.331540480370e-02	  2.665015547071e-03	  1.302327583298e-02	  0.000000000000e+00	  6.828355351411e+01	  1.453914501610e-01	  3.090783175351e+01	  1.330815141425e+02	  1.284343363642e+02	  8.310893801490e-01	  1.025915854866e-02	  1.910650113392e+00	  1.019961177004e+00	
  6.600000000000e+02	  8.420305456545e+00	  6.694292259728e-03	  2.333945387872e-02	  2.667687666481e-03	  1.303663643022e-02	  0.000000000000e+00	  6.828355351435e+01	  1.453914538399e-01	  3.090783175351e+01	  1.330815141422e+02	  1.284343363640e+02	  8.310893801505e-01	  1.025915854868e-02	  1.910650113386e+00	  1.019961177004e+00	
  6.610000000000e+02	  8.420305456544e+00	  6.680949504412e-03	  2.336347083829e-02	  2.670356217505e-03	  1.304997918553e-02	  0.000000000000e+00	  6.828355351461e+01	  1.453914577496e-01	  3.090783175351e+01	  1.330815141419e+02	  1.284343363638e+02	  8.310893801520e-01	  1.025915854870e-02	  1.910650113381e+00	  1.019961177004e+00	
  6.620000000000e+02	  8.420305456543e+00	  6.667624578917e-03	  2.338745570417e-02	  2.673021202567e-03	  1.306330411103e-02	  0.000000000000e+00	  6.828355351485e+01	  1.453914615043e-01	  3.090783175351e+01	  1.330815141417e+02	  1.284343363636e+02	  8.310893801534e-01	  1.025915854871e-02	  1.910650113375e+00	  1.019961177004e+00	
  6.630000000000e+02	  8.420305456543e+00	  6.654317471145e-03	  2.341140849816e-02	  2.675682624075e-03	  1.307661121880e-02	  0.000000000000e+00	  6.828355351516e+01	  1.453914661593e-01	  3.090783175351e+01	  1.330815141414e+02	  1.284343363633e+02	  8.310893801552e-01	  1.025915854874e-02	  1.910650113368e+00	  1.019961177004e+00	
  6.640000000000e+02	  8.420305456542e+00	  6.641028168997e-03	  2.343532924203e-02	  2.678340484460e-03	  1.308990052095e-02	  0.000000000000e+00	  6.828355351545e+01	  1.453914705578e-01	  3.090783175350e+01	  1.330815141410e+02	  1.284343363631e+02	  8.310893801569e-01	  1.025915854876e-02	  1.910650113361e+00	  1.019961177004e+00	
  6.650000000000e+02	  8.420305456541e+00	  6.627756660374e-03	  2.345921795754e-02	  2.680994786148e-03	  1.310317202957e-02	  0.000000000000e+00	  6.828355351569e+01	  1.453914742069e-01	  3.090783175350e+01	  1.330815141408e+02	  1.284343363629e+02	  8.310893801584e-01	  1.025915854877e-02	  1.910650113356e+00	  1.019961177004e+00	
  6.660000000000e+02	  8.420305456540e+00	  6.614502933180e-03	  2.348307466649e-02	  2.683645531554e-03	  1.311642575677e-02	  0.000000000000e+00	  6.828355351590e+01	  1.453914775021e-01	  3.090783175350e+01	  1.330815141406e+02	  1.284343363627e+02	  8.310893801596e-01	  1.025915854879e-02	  1.910650113351e+00	  1.019961177004e+00	
  6.670000000000e+02	  8.420305456540e+00	  6.601266975316e-03	  2.350689939065e-02	  2.686292723111e-03	  1.312966171463e-02	  0.000000000000e+00	  6.828355351601e+01	  1.453914791628e-01	  3.090783175350e+01	  1.330815141404e+02	  1.284343363626e+02	  8.310893801603e-01	  1.025915854880e-02	  1.910650113348e+00	  1.019961177004e+00	
  6.680000000000e+02	  8.420305456540e+00	  6.588048774684e-03	  2.353069215178e-02	  2.688936363225e-03	  1.314287991526e-02	  0.000000000000e+00	  6.828355351609e+01	  1.453914803626e-01	  3.090783175350e+01	  1.330815141404e+02	  1.284343363626e+02	  8.310893801607e-01	  1.025915854880e-02	  1.910650113347e+00	  1.019961177004e+00	
  6.690000000000e+02	  8.420305456539e+00	  6.574848319188e-03	  2.355445297167e-02	  2.691576454307e-03	  1.315608037076e-02	  0.000000000000e+00	  6.828355351620e+01	  1.453914821279e-01	  3.090783175350e+01	  1.330815141402e+02	  1.284343363625e+02	  8.310893801614e-01	  1.025915854881e-02	  1.910650113344e+00	  1.019961177004e+00	
  6.700000000000e+02	  8.420305456539e+00	  6.561665596730e-03	  2.357818187210e-02	  2.694212998794e-03	  1.316926309322e-02	  0.000000000000e+00	  6.828355351623e+01	  1.453914825722e-01	  3.090783175350e+01	  1.330815141402e+02	  1.284343363624e+02	  8.310893801616e-01	  1.025915854881e-02	  1.910650113343e+00	  1.019961177004e+00	
  6.710000000000e+02	  8.420305456539e+00	  6.548500595213e-03	  2.360187887483e-02	  2.696845999096e-03	  1.318242809473e-02	  0.000000000000e+00	  6.828355351624e+01	  1.453914826925e-01	  3.090783175350e+01	  1.330815141402e+02	  1.284343363624e+02	  8.310893801617e-01	  1.025915854882e-02	  1.910650113343e+00	  1.019961177004e+00	
  6.720000000000e+02	  8.420305456539e+00	  6.535353302542e-03	  2.362554400163e-02	  2.699475457612e-03	  1.319557538740e-02	  0.000000000000e+00	  6.828355351636e+01	  1.453914844724e-01	  3.090783175350e+01	  1.330815141401e+02	  1.284343363623e+02	  8.310893801623e-01	  1.025915854882e-02	  1.910650113340e+00	  1.019961177004e+00	
  6.730000000000e+02	  8.420305456539e+00	  6.522223706620e-03	  2.364917727429e-02	  2.702101376783e-03	  1.320870498333e-02	  0.000000000000e+00	  6.828355351645e+01	  1.453914858293e-01	  3.090783175349e+01	  1.330815141400e+02	  1.284343363623e+02	  8.310893801629e-01	  1.025915854883e-02	  1.910650113338e+00	  1.019961177004e+00	
  6.740000000000e+02	  8.420305456539e+00	  6.509111795350e-03	  2.367277871458e-02	  2.704723759023e-03	  1.322181689460e-02	  0.000000000000e+00	  6.828355351654e+01	  1.453914872004e-01	  3.090783175349e+01	  1.330815141399e+02	  1.284343363622e+02	  8.310893801634e-01	  1.025915854884e-02	  1.910650113336e+00	  1.019961177004e+00	
  6.750000000000e+02	  8.420305456538e+00	  6.496017556638e-03	  2.369634834426e-02	  2.707342606758e-03	  1.323491113331e-02	  0.000000000000e+00	  6.828355351659e+01	  1.453914880136e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363622e+02	  8.310893801637e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.760000000000e+02	  8.420305456538e+00	  6.482940978387e-03	  2.371988618511e-02	  2.709957922408e-03	  1.324798771156e-02	  0.000000000000e+00	  6.828355351659e+01	  1.453914879808e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363622e+02	  8.310893801637e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.770000000000e+02	  8.420305456538e+00	  6.469882048502e-03	  2.374339225890e-02	  2.712569708384e-03	  1.326104664144e-02	  0.000000000000e+00	  6.828355351659e+01	  1.453914880747e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363621e+02	  8.310893801637e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.780000000000e+02	  8.420305456538e+00	  6.456840754889e-03	  2.376686658741e-02	  2.715177967108e-03	  1.327408793506e-02	  0.000000000000e+00	  6.828355351659e+01	  1.453914879756e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363622e+02	  8.310893801637e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.790000000000e+02	  8.420305456538e+00	  6.443817085451e-03	  2.379030919240e-02	  2.717782700996e-03	  1.328711160449e-02	  0.000000000000e+00	  6.828355351658e+01	  1.453914878751e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363622e+02	  8.310893801637e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.800000000000e+02	  8.420305456538e+00	  6.430811028096e-03	  2.381372009564e-02	  2.720383912471e-03	  1.330011766185e-02	  0.000000000000e+00	  6.828355351656e+01	  1.453914875119e-01	  3.090783175349e+01	  1.330815141399e+02	  1.284343363622e+02	  8.310893801635e-01	  1.025915854884e-02	  1.910650113336e+00	  1.019961177004e+00	
  6.810000000000e+02	  8.420305456538e+00	  6.417822570728e-03	  2.383709931890e-02	  2.722981603942e-03	  1.331310611922e-02	  0.000000000000e+00	  6.828355351658e+01	  1.453914877952e-01	  3.090783175349e+01	  1.330815141399e+02	  1.284343363622e+02	  8.310893801636e-01	  1.025915854884e-02	  1.910650113335e+00	  1.019961177004e+00	
  6.820000000000e+02	  8.420305456538e+00	  6.404851701253e-03	  2.386044688395e-02	  2.725575777830e-03	  1.332607698869e-02	  0.000000000000e+00	  6.828355351662e+01	  1.453914884769e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363621e+02	  8.310893801639e-01	  1.025915854884e-02	  1.910650113334e+00	  1.019961177004e+00	
  6.830000000000e+02	  8.420305456538e+00	  6.391898407578e-03	  2.388376281257e-02	  2.728166436561e-03	  1.333903028237e-02	  0.000000000000e+00	  6.828355351665e+01	  1.453914889303e-01	  3.090783175349e+01	  1.330815141398e+02	  1.284343363621e+02	  8.310893801641e-01	  1.025915854885e-02	  1.910650113334e+00	  1.019961177004e+00	
