              time_d	                  pH	             Olivine	           Enstatite	           Lizardite	           Magnesite	            Siderite	          Chalcedony	       Rhodochrosite	             Fe(OH)3	            Dolomite	                  Mg	                  Fe	                  Si	                   C	                HCO3	              MgHCO3	              FeHCO3	                 CO3	               CO2aq	
  9.310000000000e+02	  8.434551260759e+00	  3.761338975859e-03	  3.184337206463e-02	  4.284869069257e-02	  3.458703260952e-02	  0.000000000000e+00	  2.068502743936e-02	  2.074541547676e-03	  4.151375826191e-03	  2.103798739870e-03	  6.422771996301e+01	  3.708635243965e-03	  3.095155973974e+01	  1.377874528231e+02	  1.328234556144e+02	  8.049411991983e-01	  6.937796627372e-11	  2.046754003541e+00	  1.019949988761e+00	
  9.320000000000e+02	  8.434551260768e+00	  3.752327378167e-03	  3.184303310970e-02	  4.284653339412e-02	  3.460945561627e-02	  0.000000000000e+00	  2.069903153510e-02	  2.075916536464e-03	  4.154125803843e-03	  2.103798738006e-03	  6.422771996027e+01	  3.708635243979e-03	  3.095155973976e+01	  1.377874528259e+02	  1.328234556171e+02	  8.049411991811e-01	  6.937796627224e-11	  2.046754003623e+00	  1.019949988761e+00	
  9.330000000000e+02	  8.434551260777e+00	  3.743330257506e-03	  3.184269415718e-02	  4.284437616844e-02	  3.463185237089e-02	  0.000000000000e+00	  2.071302100342e-02	  2.077290062669e-03	  4.156872856376e-03	  2.103798736140e-03	  6.422771995753e+01	  3.708635243994e-03	  3.095155973979e+01	  1.377874528287e+02	  1.328234556198e+02	  8.049411991639e-01	  6.937796627076e-11	  2.046754003704e+00	  1.019949988761e+00	
  9.340000000000e+02	  8.434551260786e+00	  3.734347602065e-03	  3.184235520708e-02	  4.284221901553e-02	  3.465422289465e-02	  0.000000000000e+00	  2.072699585612e-02	  2.078662127486e-03	  4.159616986152e-03	  2.103798734270e-03	  6.422771995478e+01	  3.708635244009e-03	  3.095155973982e+01	  1.377874528314e+02	  1.328234556225e+02	  8.049411991467e-01	  6.937796626928e-11	  2.046754003785e+00	  1.019949988761e+00	
  9.350000000000e+02	  8.434551260795e+00	  3.725379400033e-03	  3.184201625940e-02	  4.284006193539e-02	  3.467656720882e-02	  0.000000000000e+00	  2.074095610503e-02	  2.080032732144e-03	  4.162358195535e-03	  2.103798732397e-03	  6.422771995203e+01	  3.708635244023e-03	  3.095155973985e+01	  1.377874528342e+02	  1.328234556252e+02	  8.049411991295e-01	  6.937796626779e-11	  2.046754003866e+00	  1.019949988761e+00	
  9.360000000000e+02	  8.434551260804e+00	  3.716425639599e-03	  3.184167731414e-02	  4.283790492801e-02	  3.469888533466e-02	  0.000000000000e+00	  2.075490176195e-02	  2.081401877769e-03	  4.165096486886e-03	  2.103798730520e-03	  6.422771994927e+01	  3.708635244038e-03	  3.095155973987e+01	  1.377874528370e+02	  1.328234556279e+02	  8.049411991122e-01	  6.937796626630e-11	  2.046754003948e+00	  1.019949988761e+00	
  9.370000000000e+02	  8.434551260814e+00	  3.707486308951e-03	  3.184133837129e-02	  4.283574799341e-02	  3.472117729342e-02	  0.000000000000e+00	  2.076883283870e-02	  2.082769565573e-03	  4.167831862568e-03	  2.103798728640e-03	  6.422771994651e+01	  3.708635244053e-03	  3.095155973990e+01	  1.377874528398e+02	  1.328234556306e+02	  8.049411990949e-01	  6.937796626481e-11	  2.046754004030e+00	  1.019949988761e+00	
  9.380000000000e+02	  8.434551260823e+00	  3.698561396280e-03	  3.184099943086e-02	  4.283359113157e-02	  3.474344310638e-02	  0.000000000000e+00	  2.078274934710e-02	  2.084135796736e-03	  4.170564324945e-03	  2.103798726757e-03	  6.422771994374e+01	  3.708635244068e-03	  3.095155973993e+01	  1.377874528425e+02	  1.328234556334e+02	  8.049411990776e-01	  6.937796626332e-11	  2.046754004112e+00	  1.019949988761e+00	
  9.390000000000e+02	  8.434551260832e+00	  3.689650889776e-03	  3.184066049285e-02	  4.283143434249e-02	  3.476568279479e-02	  0.000000000000e+00	  2.079665129894e-02	  2.085500572417e-03	  4.173293876378e-03	  2.103798724871e-03	  6.422771994097e+01	  3.708635244082e-03	  3.095155973996e+01	  1.377874528453e+02	  1.328234556361e+02	  8.049411990603e-01	  6.937796626182e-11	  2.046754004194e+00	  1.019949988761e+00	
  9.400000000000e+02	  8.434551260841e+00	  3.680754777628e-03	  3.184032155725e-02	  4.282927762618e-02	  3.478789637992e-02	  0.000000000000e+00	  2.081053870605e-02	  2.086863893778e-03	  4.176020519230e-03	  2.103798722981e-03	  6.422771993819e+01	  3.708635244097e-03	  3.095155973998e+01	  1.377874528481e+02	  1.328234556388e+02	  8.049411990429e-01	  6.937796626033e-11	  2.046754004276e+00	  1.019949988761e+00	
  9.410000000000e+02	  8.434551260850e+00	  3.671873048027e-03	  3.183998262408e-02	  4.282712098263e-02	  3.481008388302e-02	  0.000000000000e+00	  2.082441158025e-02	  2.088225762017e-03	  4.178744255863e-03	  2.103798721088e-03	  6.422771993541e+01	  3.708635244112e-03	  3.095155974001e+01	  1.377874528509e+02	  1.328234556416e+02	  8.049411990255e-01	  6.937796625882e-11	  2.046754004358e+00	  1.019949988761e+00	
  9.420000000000e+02	  8.434551260859e+00	  3.663005689165e-03	  3.183964369332e-02	  4.282496441184e-02	  3.483224532535e-02	  0.000000000000e+00	  2.083826993333e-02	  2.089586178343e-03	  4.181465088640e-03	  2.103798719192e-03	  6.422771993262e+01	  3.708635244127e-03	  3.095155974004e+01	  1.377874528537e+02	  1.328234556443e+02	  8.049411990080e-01	  6.937796625732e-11	  2.046754004441e+00	  1.019949988761e+00	
  9.430000000000e+02	  8.434551260869e+00	  3.654152689231e-03	  3.183930476497e-02	  4.282280791381e-02	  3.485438072818e-02	  0.000000000000e+00	  2.085211377711e-02	  2.090945143944e-03	  4.184183019923e-03	  2.103798717292e-03	  6.422771992983e+01	  3.708635244142e-03	  3.095155974007e+01	  1.377874528566e+02	  1.328234556470e+02	  8.049411989905e-01	  6.937796625581e-11	  2.046754004523e+00	  1.019949988761e+00	
  9.440000000000e+02	  8.434551260878e+00	  3.645314036418e-03	  3.183896583905e-02	  4.282065148854e-02	  3.487649011276e-02	  0.000000000000e+00	  2.086594312341e-02	  2.092302659989e-03	  4.186898052075e-03	  2.103798715390e-03	  6.422771992703e+01	  3.708635244157e-03	  3.095155974010e+01	  1.377874528594e+02	  1.328234556498e+02	  8.049411989730e-01	  6.937796625431e-11	  2.046754004606e+00	  1.019949988761e+00	
  9.450000000000e+02	  8.434551260887e+00	  3.636489718917e-03	  3.183862691554e-02	  4.281849513602e-02	  3.489857350035e-02	  0.000000000000e+00	  2.087975798403e-02	  2.093658727612e-03	  4.189610187456e-03	  2.103798713484e-03	  6.422771992423e+01	  3.708635244172e-03	  3.095155974012e+01	  1.377874528622e+02	  1.328234556526e+02	  8.049411989555e-01	  6.937796625279e-11	  2.046754004689e+00	  1.019949988761e+00	
  9.460000000000e+02	  8.434551260896e+00	  3.627679724920e-03	  3.183828799445e-02	  4.281633885627e-02	  3.492063091221e-02	  0.000000000000e+00	  2.089355837078e-02	  2.095013348066e-03	  4.192319428431e-03	  2.103798711574e-03	  6.422771992142e+01	  3.708635244186e-03	  3.095155974015e+01	  1.377874528650e+02	  1.328234556553e+02	  8.049411989379e-01	  6.937796625128e-11	  2.046754004772e+00	  1.019949988761e+00	
  9.470000000000e+02	  8.434551260905e+00	  3.618884042619e-03	  3.183794907578e-02	  4.281418264926e-02	  3.494266236960e-02	  0.000000000000e+00	  2.090734429548e-02	  2.096366522510e-03	  4.195025777359e-03	  2.103798709662e-03	  6.422771991861e+01	  3.708635244202e-03	  3.095155974018e+01	  1.377874528679e+02	  1.328234556581e+02	  8.049411989203e-01	  6.937796624976e-11	  2.046754004855e+00	  1.019949988761e+00	
  9.480000000000e+02	  8.434551260915e+00	  3.610102660206e-03	  3.183761015952e-02	  4.281202651501e-02	  3.496466789377e-02	  0.000000000000e+00	  2.092111576993e-02	  2.097718252121e-03	  4.197729236605e-03	  2.103798707746e-03	  6.422771991579e+01	  3.708635244217e-03	  3.095155974021e+01	  1.377874528707e+02	  1.328234556609e+02	  8.049411989027e-01	  6.937796624824e-11	  2.046754004939e+00	  1.019949988761e+00	
  9.490000000000e+02	  8.434551260924e+00	  3.601335565875e-03	  3.183727124568e-02	  4.280987045352e-02	  3.498664750597e-02	  0.000000000000e+00	  2.093487280595e-02	  2.099068538062e-03	  4.200429808529e-03	  2.103798705826e-03	  6.422771991297e+01	  3.708635244232e-03	  3.095155974024e+01	  1.377874528735e+02	  1.328234556636e+02	  8.049411988850e-01	  6.937796624672e-11	  2.046754005022e+00	  1.019949988761e+00	
  9.500000000000e+02	  8.434551260933e+00	  3.592582747818e-03	  3.183693233426e-02	  4.280771446477e-02	  3.500860122748e-02	  0.000000000000e+00	  2.094861541535e-02	  2.100417381514e-03	  4.203127495493e-03	  2.103798703904e-03	  6.422771991014e+01	  3.708635244247e-03	  3.095155974027e+01	  1.377874528764e+02	  1.328234556664e+02	  8.049411988673e-01	  6.937796624520e-11	  2.046754005106e+00	  1.019949988761e+00	
  9.510000000000e+02	  8.434551260943e+00	  3.583844194230e-03	  3.183659342525e-02	  4.280555854877e-02	  3.503052907953e-02	  0.000000000000e+00	  2.096234360992e-02	  2.101764783686e-03	  4.205822299860e-03	  2.103798701978e-03	  6.422771990731e+01	  3.708635244262e-03	  3.095155974029e+01	  1.377874528792e+02	  1.328234556692e+02	  8.049411988496e-01	  6.937796624367e-11	  2.046754005189e+00	  1.019949988761e+00	
  9.520000000000e+02	  8.434551260952e+00	  3.575119893302e-03	  3.183625451866e-02	  4.280340270552e-02	  3.505243108339e-02	  0.000000000000e+00	  2.097605740149e-02	  2.103110745714e-03	  4.208514223991e-03	  2.103798700049e-03	  6.422771990448e+01	  3.708635244277e-03	  3.095155974032e+01	  1.377874528821e+02	  1.328234556720e+02	  8.049411988319e-01	  6.937796624214e-11	  2.046754005273e+00	  1.019949988761e+00	
  9.530000000000e+02	  8.434551260961e+00	  3.566409833230e-03	  3.183591561449e-02	  4.280124693502e-02	  3.507430726031e-02	  0.000000000000e+00	  2.098975680186e-02	  2.104455268811e-03	  4.211203270247e-03	  2.103798698117e-03	  6.422771990164e+01	  3.708635244292e-03	  3.095155974035e+01	  1.377874528849e+02	  1.328234556748e+02	  8.049411988141e-01	  6.937796624061e-11	  2.046754005357e+00	  1.019949988761e+00	
  9.540000000000e+02	  8.434551260971e+00	  3.557714002207e-03	  3.183557671274e-02	  4.279909123727e-02	  3.509615763154e-02	  0.000000000000e+00	  2.100344182283e-02	  2.105798354130e-03	  4.213889440991e-03	  2.103798696182e-03	  6.422771989879e+01	  3.708635244307e-03	  3.095155974038e+01	  1.377874528878e+02	  1.328234556776e+02	  8.049411987963e-01	  6.937796623907e-11	  2.046754005442e+00	  1.019949988761e+00	
  9.550000000000e+02	  8.434551260980e+00	  3.549032388429e-03	  3.183523781340e-02	  4.279693561226e-02	  3.511798221834e-02	  0.000000000000e+00	  2.101711247623e-02	  2.107140002893e-03	  4.216572738584e-03	  2.103798694243e-03	  6.422771989594e+01	  3.708635244322e-03	  3.095155974041e+01	  1.377874528907e+02	  1.328234556804e+02	  8.049411987784e-01	  6.937796623754e-11	  2.046754005526e+00	  1.019949988762e+00	
  9.560000000000e+02	  8.434551260990e+00	  3.540364980089e-03	  3.183489891649e-02	  4.279478005999e-02	  3.513978104195e-02	  0.000000000000e+00	  2.103076877385e-02	  2.108480216281e-03	  4.219253165388e-03	  2.103798692301e-03	  6.422771989309e+01	  3.708635244338e-03	  3.095155974044e+01	  1.377874528936e+02	  1.328234556832e+02	  8.049411987606e-01	  6.937796623600e-11	  2.046754005610e+00	  1.019949988762e+00	
  9.570000000000e+02	  8.434551260999e+00	  3.531711765384e-03	  3.183456002198e-02	  4.279262458046e-02	  3.516155412364e-02	  0.000000000000e+00	  2.104441072750e-02	  2.109818995462e-03	  4.221930723763e-03	  2.103798690356e-03	  6.422771989023e+01	  3.708635244353e-03	  3.095155974047e+01	  1.377874528964e+02	  1.328234556860e+02	  8.049411987427e-01	  6.937796623445e-11	  2.046754005695e+00	  1.019949988762e+00	
  9.580000000000e+02	  8.434551261008e+00	  3.523072732507e-03	  3.183422112990e-02	  4.279046917368e-02	  3.518330148465e-02	  0.000000000000e+00	  2.105803834899e-02	  2.111156341577e-03	  4.224605416072e-03	  2.103798688407e-03	  6.422771988736e+01	  3.708635244368e-03	  3.095155974049e+01	  1.377874528993e+02	  1.328234556888e+02	  8.049411987248e-01	  6.937796623291e-11	  2.046754005780e+00	  1.019949988762e+00	
  9.590000000000e+02	  8.434551261018e+00	  3.514447869656e-03	  3.183388224023e-02	  4.278831383964e-02	  3.520502314623e-02	  0.000000000000e+00	  2.107165165013e-02	  2.112492255835e-03	  4.227277244676e-03	  2.103798686456e-03	  6.422771988449e+01	  3.708635244383e-03	  3.095155974052e+01	  1.377874529022e+02	  1.328234556916e+02	  8.049411987068e-01	  6.937796623136e-11	  2.046754005865e+00	  1.019949988762e+00	
  9.600000000000e+02	  8.434551261027e+00	  3.505837165025e-03	  3.183354335298e-02	  4.278615857833e-02	  3.522671912964e-02	  0.000000000000e+00	  2.108525064271e-02	  2.113826739421e-03	  4.229946211936e-03	  2.103798684501e-03	  6.422771988162e+01	  3.708635244399e-03	  3.095155974055e+01	  1.377874529051e+02	  1.328234556945e+02	  8.049411986888e-01	  6.937796622981e-11	  2.046754005950e+00	  1.019949988762e+00	
  9.610000000000e+02	  8.434551261037e+00	  3.497240606812e-03	  3.183320446815e-02	  4.278400338976e-02	  3.524838945612e-02	  0.000000000000e+00	  2.109883533856e-02	  2.115159793536e-03	  4.232612320213e-03	  2.103798682543e-03	  6.422771987874e+01	  3.708635244414e-03	  3.095155974058e+01	  1.377874529080e+02	  1.328234556973e+02	  8.049411986708e-01	  6.937796622826e-11	  2.046754006035e+00	  1.019949988762e+00	
  9.620000000000e+02	  8.434551261046e+00	  3.488658183212e-03	  3.183286558573e-02	  4.278184827393e-02	  3.527003414693e-02	  0.000000000000e+00	  2.111240574948e-02	  2.116491419353e-03	  4.235275571869e-03	  2.103798680581e-03	  6.422771987586e+01	  3.708635244429e-03	  3.095155974061e+01	  1.377874529109e+02	  1.328234557001e+02	  8.049411986527e-01	  6.937796622670e-11	  2.046754006120e+00	  1.019949988762e+00	
  9.630000000000e+02	  8.434551261056e+00	  3.480089882422e-03	  3.183252670573e-02	  4.277969323083e-02	  3.529165322331e-02	  0.000000000000e+00	  2.112596188726e-02	  2.117821618019e-03	  4.237935969265e-03	  2.103798678617e-03	  6.422771987297e+01	  3.708635244445e-03	  3.095155974064e+01	  1.377874529138e+02	  1.328234557030e+02	  8.049411986347e-01	  6.937796622515e-11	  2.046754006206e+00	  1.019949988762e+00	
  9.640000000000e+02	  8.434551261065e+00	  3.471535692641e-03	  3.183218782815e-02	  4.277753826047e-02	  3.531324670651e-02	  0.000000000000e+00	  2.113950376372e-02	  2.119150390713e-03	  4.240593514761e-03	  2.103798676649e-03	  6.422771987008e+01	  3.708635244460e-03	  3.095155974067e+01	  1.377874529167e+02	  1.328234557058e+02	  8.049411986166e-01	  6.937796622358e-11	  2.046754006291e+00	  1.019949988762e+00	
  9.650000000000e+02	  8.434551261075e+00	  3.462995602064e-03	  3.183184895298e-02	  4.277538336284e-02	  3.533481461778e-02	  0.000000000000e+00	  2.115303139066e-02	  2.120477738670e-03	  4.243248210719e-03	  2.103798674678e-03	  6.422771986718e+01	  3.708635244476e-03	  3.095155974070e+01	  1.377874529196e+02	  1.328234557087e+02	  8.049411985984e-01	  6.937796622202e-11	  2.046754006377e+00	  1.019949988762e+00	
  9.660000000000e+02	  8.434551261085e+00	  3.454469598889e-03	  3.183151008024e-02	  4.277322853794e-02	  3.535635697836e-02	  0.000000000000e+00	  2.116654477989e-02	  2.121803663008e-03	  4.245900059501e-03	  2.103798672704e-03	  6.422771986428e+01	  3.708635244491e-03	  3.095155974073e+01	  1.377874529226e+02	  1.328234557115e+02	  8.049411985803e-01	  6.937796622046e-11	  2.046754006463e+00	  1.019949988762e+00	
  9.670000000000e+02	  8.434551261094e+00	  3.445957671316e-03	  3.183117120991e-02	  4.277107378576e-02	  3.537787380951e-02	  0.000000000000e+00	  2.118004394321e-02	  2.123128164930e-03	  4.248549063465e-03	  2.103798670726e-03	  6.422771986137e+01	  3.708635244507e-03	  3.095155974075e+01	  1.377874529255e+02	  1.328234557144e+02	  8.049411985621e-01	  6.937796621889e-11	  2.046754006549e+00	  1.019949988762e+00	
  9.680000000000e+02	  8.434551261104e+00	  3.437459807541e-03	  3.183083234199e-02	  4.276891910632e-02	  3.539936513247e-02	  0.000000000000e+00	  2.119352889242e-02	  2.124451245645e-03	  4.251195224975e-03	  2.103798668745e-03	  6.422771985846e+01	  3.708635244522e-03	  3.095155974078e+01	  1.377874529284e+02	  1.328234557173e+02	  8.049411985438e-01	  6.937796621732e-11	  2.046754006635e+00	  1.019949988762e+00	
  9.690000000000e+02	  8.434551261113e+00	  3.428975995764e-03	  3.183049347650e-02	  4.276676449961e-02	  3.542083096849e-02	  0.000000000000e+00	  2.120699963933e-02	  2.125772906301e-03	  4.253838546390e-03	  2.103798666762e-03	  6.422771985554e+01	  3.708635244538e-03	  3.095155974081e+01	  1.377874529314e+02	  1.328234557201e+02	  8.049411985256e-01	  6.937796621574e-11	  2.046754006721e+00	  1.019949988762e+00	
  9.700000000000e+02	  8.434551261123e+00	  3.420506224182e-03	  3.183015461342e-02	  4.276460996562e-02	  3.544227133880e-02	  0.000000000000e+00	  2.122045619575e-02	  2.127093148081e-03	  4.256479030070e-03	  2.103798664774e-03	  6.422771985262e+01	  3.708635244553e-03	  3.095155974084e+01	  1.377874529343e+02	  1.328234557230e+02	  8.049411985073e-01	  6.937796621417e-11	  2.046754006808e+00	  1.019949988762e+00	
  9.710000000000e+02	  8.434551261133e+00	  3.412050480997e-03	  3.182981575275e-02	  4.276245550435e-02	  3.546368626467e-02	  0.000000000000e+00	  2.123389857347e-02	  2.128411972211e-03	  4.259116678378e-03	  2.103798662784e-03	  6.422771984970e+01	  3.708635244569e-03	  3.095155974087e+01	  1.377874529373e+02	  1.328234557259e+02	  8.049411984890e-01	  6.937796621259e-11	  2.046754006894e+00	  1.019949988762e+00	
  9.720000000000e+02	  8.434551261142e+00	  3.403608754406e-03	  3.182947689451e-02	  4.276030111581e-02	  3.548507576732e-02	  0.000000000000e+00	  2.124732678430e-02	  2.129729379840e-03	  4.261751493673e-03	  2.103798660791e-03	  6.422771984677e+01	  3.708635244585e-03	  3.095155974090e+01	  1.377874529402e+02	  1.328234557288e+02	  8.049411984706e-01	  6.937796621101e-11	  2.046754006981e+00	  1.019949988762e+00	
  9.730000000000e+02	  8.434551261152e+00	  3.395181032609e-03	  3.182913803868e-02	  4.275814679999e-02	  3.550643986801e-02	  0.000000000000e+00	  2.126074084004e-02	  2.131045372142e-03	  4.264383478316e-03	  2.103798658794e-03	  6.422771984383e+01	  3.708635244600e-03	  3.095155974093e+01	  1.377874529432e+02	  1.328234557317e+02	  8.049411984523e-01	  6.937796620943e-11	  2.046754007068e+00	  1.019949988762e+00	
  9.740000000000e+02	  8.434551261162e+00	  3.386767303808e-03	  3.182879918527e-02	  4.275599255689e-02	  3.552777858798e-02	  0.000000000000e+00	  2.127414075250e-02	  2.132359950305e-03	  4.267012634667e-03	  2.103798656794e-03	  6.422771984089e+01	  3.708635244616e-03	  3.095155974096e+01	  1.377874529461e+02	  1.328234557346e+02	  8.049411984339e-01	  6.937796620784e-11	  2.046754007155e+00	  1.019949988762e+00	
  9.750000000000e+02	  8.434551261171e+00	  3.378367556201e-03	  3.182846033427e-02	  4.275383838652e-02	  3.554909194846e-02	  0.000000000000e+00	  2.128752653347e-02	  2.133673115497e-03	  4.269638965087e-03	  2.103798654791e-03	  6.422771983795e+01	  3.708635244632e-03	  3.095155974099e+01	  1.377874529491e+02	  1.328234557375e+02	  8.049411984154e-01	  6.937796620625e-11	  2.046754007242e+00	  1.019949988762e+00	
  9.760000000000e+02	  8.434551261181e+00	  3.369981777989e-03	  3.182812148569e-02	  4.275168428886e-02	  3.557037997071e-02	  0.000000000000e+00	  2.130089819476e-02	  2.134984868892e-03	  4.272262471936e-03	  2.103798652785e-03	  6.422771983500e+01	  3.708635244647e-03	  3.095155974102e+01	  1.377874529521e+02	  1.328234557404e+02	  8.049411983970e-01	  6.937796620466e-11	  2.046754007329e+00	  1.019949988762e+00	
  9.770000000000e+02	  8.434551261191e+00	  3.361609957374e-03	  3.182778263953e-02	  4.274953026392e-02	  3.559164267596e-02	  0.000000000000e+00	  2.131425574817e-02	  2.136295211653e-03	  4.274883157575e-03	  2.103798650775e-03	  6.422771983204e+01	  3.708635244663e-03	  3.095155974105e+01	  1.377874529550e+02	  1.328234557433e+02	  8.049411983785e-01	  6.937796620307e-11	  2.046754007416e+00	  1.019949988762e+00	
  9.780000000000e+02	  8.434551261201e+00	  3.353252082557e-03	  3.182744379579e-02	  4.274737631169e-02	  3.561288008546e-02	  0.000000000000e+00	  2.132759920551e-02	  2.137604145007e-03	  4.277501024364e-03	  2.103798648763e-03	  6.422771982908e+01	  3.708635244679e-03	  3.095155974108e+01	  1.377874529580e+02	  1.328234557462e+02	  8.049411983600e-01	  6.937796620147e-11	  2.046754007504e+00	  1.019949988762e+00	
  9.790000000000e+02	  8.434551261210e+00	  3.344908141738e-03	  3.182710495446e-02	  4.274522243218e-02	  3.563409222044e-02	  0.000000000000e+00	  2.134092857856e-02	  2.138911670157e-03	  4.280116074663e-03	  2.103798646747e-03	  6.422771982612e+01	  3.708635244695e-03	  3.095155974111e+01	  1.377874529610e+02	  1.328234557491e+02	  8.049411983414e-01	  6.937796619987e-11	  2.046754007592e+00	  1.019949988762e+00	
  9.800000000000e+02	  8.434551261220e+00	  3.336578123121e-03	  3.182676611555e-02	  4.274306862538e-02	  3.565527910215e-02	  0.000000000000e+00	  2.135424387914e-02	  2.140217788226e-03	  4.282728310831e-03	  2.103798644728e-03	  6.422771982315e+01	  3.708635244710e-03	  3.095155974114e+01	  1.377874529640e+02	  1.328234557520e+02	  8.049411983229e-01	  6.937796619827e-11	  2.046754007679e+00	  1.019949988762e+00	
  9.810000000000e+02	  8.434551261230e+00	  3.328262014906e-03	  3.182642727906e-02	  4.274091489130e-02	  3.567644075183e-02	  0.000000000000e+00	  2.136754511904e-02	  2.141522500386e-03	  4.285337735231e-03	  2.103798642706e-03	  6.422771982018e+01	  3.708635244726e-03	  3.095155974117e+01	  1.377874529670e+02	  1.328234557549e+02	  8.049411983042e-01	  6.937796619667e-11	  2.046754007767e+00	  1.019949988762e+00	
  9.820000000000e+02	  8.434551261240e+00	  3.319959805297e-03	  3.182608844498e-02	  4.273876122992e-02	  3.569757719070e-02	  0.000000000000e+00	  2.138083231007e-02	  2.142825807843e-03	  4.287944350220e-03	  2.103798640680e-03	  6.422771981720e+01	  3.708635244742e-03	  3.095155974120e+01	  1.377874529700e+02	  1.328234557579e+02	  8.049411982856e-01	  6.937796619506e-11	  2.046754007856e+00	  1.019949988762e+00	
  9.830000000000e+02	  8.434551261249e+00	  3.311671482495e-03	  3.182574961333e-02	  4.273660764126e-02	  3.571868844003e-02	  0.000000000000e+00	  2.139410546402e-02	  2.144127711749e-03	  4.290548158160e-03	  2.103798638652e-03	  6.422771981422e+01	  3.708635244758e-03	  3.095155974123e+01	  1.377874529730e+02	  1.328234557608e+02	  8.049411982669e-01	  6.937796619345e-11	  2.046754007944e+00	  1.019949988762e+00	
  9.840000000000e+02	  8.434551261259e+00	  3.303397034704e-03	  3.182541078408e-02	  4.273445412530e-02	  3.573977452103e-02	  0.000000000000e+00	  2.140736459269e-02	  2.145428213342e-03	  4.293149161410e-03	  2.103798636620e-03	  6.422771981124e+01	  3.708635244774e-03	  3.095155974126e+01	  1.377874529760e+02	  1.328234557637e+02	  8.049411982483e-01	  6.937796619184e-11	  2.046754008032e+00	  1.019949988762e+00	
  9.850000000000e+02	  8.434551261269e+00	  3.295136450128e-03	  3.182507195726e-02	  4.273230068205e-02	  3.576083545495e-02	  0.000000000000e+00	  2.142060970789e-02	  2.146727313794e-03	  4.295747362329e-03	  2.103798634585e-03	  6.422771980824e+01	  3.708635244790e-03	  3.095155974129e+01	  1.377874529790e+02	  1.328234557667e+02	  8.049411982295e-01	  6.937796619023e-11	  2.046754008121e+00	  1.019949988762e+00	
  9.860000000000e+02	  8.434551261279e+00	  3.286889716969e-03	  3.182473313285e-02	  4.273014731151e-02	  3.578187126303e-02	  0.000000000000e+00	  2.143384082141e-02	  2.148025014239e-03	  4.298342763279e-03	  2.103798632547e-03	  6.422771980525e+01	  3.708635244806e-03	  3.095155974132e+01	  1.377874529820e+02	  1.328234557696e+02	  8.049411982108e-01	  6.937796618861e-11	  2.046754008209e+00	  1.019949988762e+00	
  9.870000000000e+02	  8.434551261289e+00	  3.278656823432e-03	  3.182439431086e-02	  4.272799401367e-02	  3.580288196650e-02	  0.000000000000e+00	  2.144705794504e-02	  2.149321315873e-03	  4.300935366618e-03	  2.103798630506e-03	  6.422771980225e+01	  3.708635244822e-03	  3.095155974135e+01	  1.377874529850e+02	  1.328234557726e+02	  8.049411981920e-01	  6.937796618699e-11	  2.046754008298e+00	  1.019949988762e+00	
  9.880000000000e+02	  8.434551261299e+00	  3.270437757720e-03	  3.182405549128e-02	  4.272584078854e-02	  3.582386758659e-02	  0.000000000000e+00	  2.146026109060e-02	  2.150616219849e-03	  4.303525174707e-03	  2.103798628462e-03	  6.422771979924e+01	  3.708635244838e-03	  3.095155974138e+01	  1.377874529881e+02	  1.328234557755e+02	  8.049411981732e-01	  6.937796618537e-11	  2.046754008387e+00	  1.019949988762e+00	
  9.890000000000e+02	  8.434551261309e+00	  3.262232508038e-03	  3.182371667413e-02	  4.272368763611e-02	  3.584482814455e-02	  0.000000000000e+00	  2.147345026987e-02	  2.151909727425e-03	  4.306112189904e-03	  2.103798626414e-03	  6.422771979623e+01	  3.708635244854e-03	  3.095155974141e+01	  1.377874529911e+02	  1.328234557785e+02	  8.049411981543e-01	  6.937796618375e-11	  2.046754008476e+00	  1.019949988762e+00	
  9.900000000000e+02	  8.434551261319e+00	  3.254041062591e-03	  3.182337785938e-02	  4.272153455638e-02	  3.586576366161e-02	  0.000000000000e+00	  2.148662549466e-02	  2.153201839761e-03	  4.308696414570e-03	  2.103798624364e-03	  6.422771979322e+01	  3.708635244870e-03	  3.095155974144e+01	  1.377874529941e+02	  1.328234557815e+02	  8.049411981355e-01	  6.937796618212e-11	  2.046754008565e+00	  1.019949988762e+00	
  9.910000000000e+02	  8.434551261329e+00	  3.245863409584e-03	  3.182303904706e-02	  4.271938154935e-02	  3.588667415900e-02	  0.000000000000e+00	  2.149978677676e-02	  2.154492557993e-03	  4.311277851063e-03	  2.103798622310e-03	  6.422771979020e+01	  3.708635244886e-03	  3.095155974147e+01	  1.377874529972e+02	  1.328234557844e+02	  8.049411981166e-01	  6.937796618049e-11	  2.046754008654e+00	  1.019949988762e+00	
  9.920000000000e+02	  8.434551261339e+00	  3.237699537222e-03	  3.182270023715e-02	  4.271722861501e-02	  3.590755965795e-02	  0.000000000000e+00	  2.151293412797e-02	  2.155781883271e-03	  4.313856501744e-03	  2.103798620253e-03	  6.422771978718e+01	  3.708635244902e-03	  3.095155974150e+01	  1.377874530002e+02	  1.328234557874e+02	  8.049411980977e-01	  6.937796617886e-11	  2.046754008744e+00	  1.019949988762e+00	
